section,group,id,text
st_013080,0,st_013080_0001,A.P.238/4/9/15:00
st_013080,0,st_013080_0010,おっ、戻ってきたな！<br>改めて、戦技大会へ参加してくれて<br>ありがとう！　それを伝えたくてな！
st_013080,0,st_013080_0020,君のおかげで大盛り上がりだ！<br>なにせ、君は彗星のように現れた<br>アークス期待の星！　目立つからな！
st_013080,0,st_013080_0030,そんな君に、オレの個人的興味から<br>一つ質問をさせてほしい！
st_013080,0,st_013080_0040,君は、どうして強くなった？<br>アークスのためか？　正義のためか？<br>はたまた、誰かのためなのか？
st_013080,0,st_013080_0050,アークスのため
st_013080,0,st_013080_0060,正義のため
st_013080,0,st_013080_0070,誰かのため
st_013080,0,st_013080_0080,そうか、そうか！<br>それは素晴らしいことだ<br>アークスの鑑というやつだな！
st_013080,0,st_013080_0090,これからも、その志を忘れずに<br>精進していってほしい！
st_013080,0,st_013080_0100,正しい力は正しい精神に宿る！<br>常に自分の道を見誤らないようにな！
st_013080,0,st_013080_0110,そうか！　やはりそうか！<br>その強い心意気は、大義にこそ<br>宿るものとオレは思っていた！
st_013080,0,st_013080_0120,正義とは、貫くべき事だ！<br>たとえその道中に苦しさや辛さしか<br>存在しないのだとしても！
st_013080,0,st_013080_0130,その志をもつものが、こんなに<br>近くにいてくれたことを<br>オレは喜ばしく思うぞ！　ではな！
st_013080,0,st_013080_0140,なるほど！　そのための覚悟か！<br>いやなに、戦闘中に君の強い覚悟を<br>ビンビンに感じたからな！
st_013080,0,st_013080_0150,何かを犠牲にしても<br>守り抜きたいものがある……<br>そういった類の覚悟に見えた！
st_013080,0,st_013080_0160,まあ、オレの見当違いかもしれないが<br>ひとつのまっすぐな志があるのなら<br>それで十分だ！
st_013080,0,st_013080_0170,ゆめゆめ、その意気を忘れず<br>自分の道を定めて突っ走れよ！<br>じゃあな！
